ordinal	specimen	status	pyghidra_exit	audit_exit	elapsed_seconds	manifest_status	discovered	enumerated	decompiled	failed	skipped_external	publish_bytes	publish_files	binary_sha256	binary_path	publish_path	pyghidra_log	pyghidra_stdout	pyghidra_stderr	pipeline_full_transcript	pipeline_framed_transcript	pipeline_transcript_meta	audit_stdout	audit_stderr	audit_json	tree_report	failed_report_dir	failed_report_archive	failed_function_records	debug_artifacts_copied	started_utc	finished_utc	diagnostic
1	lunar_lander.game	PASS	0	0	37	complete	30	30	30	0	0	12131345	223	4687c82e2503317b8ea093d29b855a007b2372b3542805ace3727f776de16968	/home/rem/gh/PAL/pyghidra-PAL/PAL/specimens/o0/lunar_lander.game	/home/rem/gh/PAL/pyghidra-PAL/PAL/project/lunar_lander.game	/home/rem/gh/PAL/pyghidra-PAL/PAL/log_matrix/run_20260801T070754Z_1305008/specimens/001_lunar_lander.game_4687c82e2503/pyghidra.combined.log	/home/rem/gh/PAL/pyghidra-PAL/PAL/log_matrix/run_20260801T070754Z_1305008/specimens/001_lunar_lander.game_4687c82e2503/pyghidra.stdout.log	/home/rem/gh/PAL/pyghidra-PAL/PAL/log_matrix/run_20260801T070754Z_1305008/specimens/001_lunar_lander.game_4687c82e2503/pyghidra.stderr.log	/home/rem/gh/PAL/pyghidra-PAL/PAL/log_matrix/run_20260801T070754Z_1305008/specimens/001_lunar_lander.game_4687c82e2503/pipeline.full.transcript.log	/home/rem/gh/PAL/pyghidra-PAL/PAL/log_matrix/run_20260801T070754Z_1305008/specimens/001_lunar_lander.game_4687c82e2503/pipeline.full.transcript.framed.log	/home/rem/gh/PAL/pyghidra-PAL/PAL/log_matrix/run_20260801T070754Z_1305008/specimens/001_lunar_lander.game_4687c82e2503/pipeline.full.transcript.meta.json	/home/rem/gh/PAL/pyghidra-PAL/PAL/log_matrix/run_20260801T070754Z_1305008/specimens/001_lunar_lander.game_4687c82e2503/audit.stdout.log	/home/rem/gh/PAL/pyghidra-PAL/PAL/log_matrix/run_20260801T070754Z_1305008/specimens/001_lunar_lander.game_4687c82e2503/audit.stderr.log	/home/rem/gh/PAL/pyghidra-PAL/PAL/log_matrix/run_20260801T070754Z_1305008/audits/001_lunar_lander.game_4687c82e2503.audit.json	/home/rem/gh/PAL/pyghidra-PAL/PAL/log_matrix/run_20260801T070754Z_1305008/publish_trees/001_lunar_lander.game_4687c82e2503.tree.tsv			0	0	2026-08-01T07:07:55Z	2026-08-01T07:08:32Z	
